province,municipality,barangay
Cagayan,Tuguegarao,Libag Sur
Cagayan,Tuguegarao,Linao East
Cagayan,Tuguegarao,Linao Norte
Cagayan,Tuguegarao,Linao West
Cagayan,Tuguegarao,Nambbalan Norte
Cagayan,Tuguegarao,Nambbalan Sur
Cagayan,Tuguegarao,Pallua Norte
Cagayan,Tuguegarao,Pallua Sur
Cagayan,Tuguegarao,Pengue (Pengue-Ruyu)
Cagayan,Tuguegarao,Reyes
Cagayan,Tuguegarao,San Gabriel
Cagayan,Tuguegarao,Tagga
Cagayan,Tuguegarao,Tanza
Cagayan,Tuguegarao,Ugac Norte
Cagayan,Tuguegarao,Ugac Sur
Cagayan,Lal-Lo,Abagao
Cagayan,Lal-Lo,Alaguia
Cagayan,Lal-Lo,Bagumbayan
Cagayan,Lal-Lo,Bangag
Cagayan,Lal-Lo,Bical
Cagayan,Lal-Lo,Bicud
Cagayan,Lal-Lo,Binag
Cagayan,Lal-Lo,Cabayabasan (Capacuan)
Cagayan,Lal-Lo,Cagoran
Cagayan,Lal-Lo,Cambong
Cagayan,Lal-Lo,Catayauan
Cagayan,Lal-Lo,Catugan
Cagayan,Lal-Lo,Centro (Pob.)
Cagayan,Lal-Lo,Cullit
Cagayan,Lal-Lo,Dagupan
Cagayan,Lal-Lo,Dalaya
Cagayan,Lal-Lo,Fabrica
Cagayan,Lal-Lo,Fusina
Cagayan,Lal-Lo,Jurisdiction
Cagayan,Lal-Lo,Lalafugan
Cagayan,Lal-Lo,Logac
Cagayan,Lal-Lo,Magallungon (Sta. Teresa*)
Cagayan,Lal-Lo,Magapit
Cagayan,Lal-Lo,Malanao
Cagayan,Lal-Lo,Maxingal
Cagayan,Lal-Lo,Naguilian
Cagayan,Lal-Lo,Paranum
Cagayan,Lal-Lo,Rosario
Cagayan,Lal-Lo,San Antonio (Lafu)
Cagayan,Lal-Lo,San Jose
Cagayan,Lal-Lo,San Juan
Cagayan,Lal-Lo,San Lorenzo
Cagayan,Lal-Lo,San Mariano
Cagayan,Lal-Lo,Santa Maria
Cagayan,Lal-Lo,Tucalana
Cagayan,Ballesteros,Ammubuan
Cagayan,Ballesteros,Baran
Cagayan,Ballesteros,Cabaritan East
Cagayan,Ballesteros,Cabaritan West
Cagayan,Ballesteros,Cabayu
Cagayan,Ballesteros,Cabuluan East
Cagayan,Ballesteros,Cabuluan West
Cagayan,Ballesteros,Centro East (Pob.)
Cagayan,Ballesteros,Centro West (Pob.)
Cagayan,Ballesteros,Fugu
Cagayan,Ballesteros,Mabuttal East
Cagayan,Ballesteros,Mabuttal West
Cagayan,Ballesteros,Nararagan
Cagayan,Ballesteros,Palloc
Cagayan,Ballesteros,Payagan East
Cagayan,Ballesteros,Payagan West
Cagayan,Ballesteros,San Juan
Cagayan,Ballesteros,Santa Cruz
Cagayan,Ballesteros,Zitanga
Cagayan,Lasam,Aggunetan
Cagayan,Lasam,Alannay
Cagayan,Lasam,Battalan
Cagayan,Lasam,Cabatacan East (Duldugan*)
Cagayan,Lasam,Cabatacan West
Cagayan,Lasam,Calapangan Norte
Cagayan,Lasam,Calapangan Sur
Cagayan,Lasam,Callao Norte
Cagayan,Lasam,Callao Sur
Cagayan,Lasam,Cataliganan
Cagayan,Lasam,Centro I (Pob.)
Cagayan,Lasam,Centro II (Pob.)
Cagayan,Lasam,Centro III (Pob.)
Cagayan,Lasam,Finugo Norte
Cagayan,Lasam,Gabun
Cagayan,Lasam,Ignacio Jurado (Finugu Sur)
Cagayan,Lasam,Magsaysay
Cagayan,Lasam,Malinta
Cagayan,Lasam,Minanga Norte
Cagayan,Lasam,Minanga Sur
Cagayan,Lasam,Nabannagan East
Cagayan,Lasam,Nabannagan West
Cagayan,Lasam,New Orlins
Cagayan,Lasam,Nicolas Agatep
Cagayan,Lasam,Peru
Cagayan,Lasam,San Pedro
Cagayan,Lasam,Sicalao
Cagayan,Lasam,Tagao
Cagayan,Lasam,Tucalan Passing
Cagayan,Lasam,Viga
Cagayan,Camalaniugan,Abagao
Cagayan,Camalaniugan,Afunan Cabayu
Cagayan,Camalaniugan,Agusi
Cagayan,Camalaniugan,Alilinu
Cagayan,Camalaniugan,Baggao
Cagayan,Camalaniugan,Bantay
Cagayan,Camalaniugan,Bulala
Cagayan,Camalaniugan,Casili Norte
Cagayan,Camalaniugan,Casili Sur
Cagayan,Camalaniugan,Catotoran Norte
Cagayan,Camalaniugan,Catotoran Sur
Cagayan,Camalaniugan,Centro Norte (Pob.)
Cagayan,Camalaniugan,Centro Sur (Pob.)
Cagayan,Camalaniugan,Cullit
Cagayan,Camalaniugan,Dacal-Lafugu
Cagayan,Camalaniugan,Dammang Norte (Joaquin De La Cruz*)
Cagayan,Camalaniugan,Dammang Sur (Felipe Tuzon*)
Cagayan,Camalaniugan,Dugo
Cagayan,Camalaniugan,Fusina
Cagayan,Camalaniugan,Gang-ngo
Cagayan,Camalaniugan,Jurisdiction
Cagayan,Camalaniugan,Luec
Cagayan,Camalaniugan,Minanga
Cagayan,Camalaniugan,Paragat
Cagayan,Camalaniugan,Sapping
Cagayan,Camalaniugan,Tagum
Cagayan,Camalaniugan,Tuluttuging
Cagayan,Camalaniugan,Ziminila
Cagayan,Rizal,Anagguan
Cagayan,Rizal,Anungu
Cagayan,Rizal,Anurturu
Cagayan,Rizal,Balungcanag
Cagayan,Rizal,Battut
Cagayan,Rizal,Batu
Cagayan,Rizal,Bural (Zinundungan)
Cagayan,Rizal,Cambabangan
Cagayan,Rizal,Capacuan
Cagayan,Rizal,Dunggan
Cagayan,Rizal,Duyun
Cagayan,Rizal,Gaddangao
Cagayan,Rizal,Gaggabutan East
Cagayan,Rizal,Gaggabutan West
Cagayan,Rizal,Illuru Norte
Cagayan,Rizal,Illuru Sur
Cagayan,Rizal,Lattut
Cagayan,Rizal,Linno (Villa Cruz*)
Cagayan,Rizal,Liwan
Cagayan,Rizal,Mabbang
Cagayan,Rizal,Masi (Zinundungan)
Cagayan,Rizal,Mauanan
Cagayan,Rizal,Minanga
Cagayan,Rizal,Nanauatan
Cagayan,Rizal,Nanungaran
Cagayan,Rizal,Pasingan
Cagayan,Rizal,Poblacion
Cagayan,Rizal,San Juan (Zinundungan)
Cagayan,Rizal,Sinicking
Cagayan,Sanchez-Mira,Bangan
Cagayan,Sanchez-Mira,Callungan
Cagayan,Sanchez-Mira,Centro I (Pob.)
Cagayan,Sanchez-Mira,Centro II (Pob.)
Cagayan,Sanchez-Mira,Dacal
Cagayan,Sanchez-Mira,Dagueray
Cagayan,Sanchez-Mira,Dammang
Cagayan,Sanchez-Mira,Kittag
Cagayan,Sanchez-Mira,Langagan
Cagayan,Sanchez-Mira,Magacan
Cagayan,Sanchez-Mira,Marzan
Cagayan,Sanchez-Mira,Masisit
Cagayan,Sanchez-Mira,Nagrangtayan
Cagayan,Sanchez-Mira,Namuac
Cagayan,Sanchez-Mira,San Andres
Cagayan,Sanchez-Mira,Santiago
Cagayan,Sanchez-Mira,Santor
Cagayan,Sanchez-Mira,Tokitok
Cagayan,Santo Nino (Faire),Abariongan Ruar
Cagayan,Santo Nino (Faire),Abariongan Uneg
Cagayan,Santo Nino (Faire),Balagan
Cagayan,Santo Nino (Faire),Balanni
Cagayan,Santo Nino (Faire),Cabayo
Cagayan,Santo Nino (Faire),Calapangan
Cagayan,Santo Nino (Faire),Calassitan
Cagayan,Santo Nino (Faire),Campo
Cagayan,Santo Nino (Faire),Centro Norte (Pob.)
Cagayan,Santo Nino (Faire),Centro Sur (Pob.)
Cagayan,Santo Nino (Faire),Dungao
Cagayan,Santo Nino (Faire),Lattac
Cagayan,Santo Nino (Faire),Lipatan
Cagayan,Santo Nino (Faire),Lubo
Cagayan,Santo Nino (Faire),Mabitbitnong
Cagayan,Santo Nino (Faire),Mapitac
Cagayan,Santo Nino (Faire),Masical
Cagayan,Santo Nino (Faire),Matalao
Cagayan,Santo Nino (Faire),Nag-uma
Cagayan,Santo Nino (Faire),Namuccayan
Cagayan,Santo Nino (Faire),Niug Norte
Cagayan,Santo Nino (Faire),Niug Sur
Cagayan,Santo Nino (Faire),Palusao
Cagayan,Santo Nino (Faire),San Manuel
Cagayan,Santo Nino (Faire),San Roque
Cagayan,Santo Nino (Faire),Santa Felicitas
Cagayan,Santo Nino (Faire),Santa Maria
Cagayan,Santo Nino (Faire),Sidiran
Cagayan,Santo Nino (Faire),Tabang
Cagayan,Santo Nino (Faire),Tamucco
Cagayan,Santo Nino (Faire),Virginia
Cagayan,Iguig,Ajat (Pob.)
Cagayan,Iguig,Atulu
Cagayan,Iguig,Baculud
Cagayan,Iguig,Bayo
Cagayan,Iguig,Campo
Cagayan,Iguig,Dumpao
Cagayan,Iguig,Gammad
Cagayan,Iguig,Garab
Cagayan,Iguig,Malabbac
Cagayan,Iguig,Manaoag (Aquiliquilao)
Cagayan,Iguig,Minanga Norte
Cagayan,Iguig,Minanga Sur
Cagayan,Iguig,Nattanzan (Pob.)
Cagayan,Iguig,Redondo
Cagayan,Iguig,Salamague
Cagayan,Iguig,San Esteban (Capitan)
Cagayan,Iguig,San Isidro (Ugac West)
Cagayan,Iguig,San Lorenzo
Cagayan,Iguig,San Vicente (Ugac East)
Cagayan,Iguig,Santa Barbara
Cagayan,Iguig,Santa Rosa
Cagayan,Iguig,Santa Teresa (Gammad Sur)
Cagayan,Iguig,Santiago
Cagayan,Solana,Andarayan North
Cagayan,Solana,Andarayan South
Cagayan,Solana,Bangag
Cagayan,Solana,Bantay
Cagayan,Solana,Basi East
Cagayan,Solana,Basi West
Cagayan,Solana,Bauan East
Cagayan,Solana,Bauan West
Cagayan,Solana,Cadaanan
Cagayan,Solana,Calamagui
Cagayan,Solana,Calillauan
Cagayan,Solana,Carilucud
Cagayan,Solana,Cattaran
Cagayan,Solana,Centro Northeast (Pob.)
Cagayan,Solana,Centro Northwest (Pob.)
Cagayan,Solana,Centro Southeast (Pob.)
Cagayan,Solana,Centro Southwest (Pob.)
Cagayan,Solana,Dassun
Cagayan,Solana,Furagui
Cagayan,Solana,Gadu
Cagayan,Solana,Gen. Eulogio Balao
Cagayan,Solana,Iraga
Cagayan,Solana,Lanna
Cagayan,Solana,Lannig
Cagayan,Solana,Lingu
Cagayan,Solana,Maddarulug (Santo Domingo)
Cagayan,Solana,Maguirig
Cagayan,Solana,Malalam-Malacabibi
Cagayan,Solana,Nabbotuan
Cagayan,Solana,Nangalisan
Cagayan,Solana,Natappian East
Cagayan,Solana,Natappian West
Cagayan,Solana,Padul
Cagayan,Solana,Palao
Cagayan,Solana,Parug-parug
Cagayan,Solana,Pataya
Cagayan,Solana,Sampaguita
Cagayan,Solana,Ubong
Cagayan,Piat,Apayao
Cagayan,Piat,Aquib
Cagayan,Piat,Baung
Cagayan,Piat,Calaoagan
Cagayan,Piat,Catarauan
Cagayan,Piat,Dugayung
Cagayan,Piat,Gumarueng
Cagayan,Piat,Macapil
Cagayan,Piat,Maguilling
Cagayan,Piat,Minanga
Cagayan,Piat,Poblacion I
Cagayan,Piat,Poblacion II
Cagayan,Piat,Santa Barbara
Cagayan,Piat,Santo Domingo
Cagayan,Piat,Sicatna
Cagayan,Piat,Villa Rey (San Gaspar*)
Cagayan,Piat,Villa Reyno
Cagayan,Piat,Warat
Cagayan,Santa Teresita,Alucao
Cagayan,Santa Teresita,Aridawen
Cagayan,Santa Teresita,Buyun
Cagayan,Santa Teresita,Caniugan
Cagayan,Santa Teresita,Centro East (Pob.)
Cagayan,Santa Teresita,Centro West
Cagayan,Santa Teresita,Dungeg
Cagayan,Santa Teresita,Luga
Cagayan,Santa Teresita,Masi
Cagayan,Santa Teresita,Mission
Cagayan,Santa Teresita,Simbaluca
Cagayan,Santa Teresita,Simpatuyo
Cagayan,Santa Teresita,Villa
Cagayan,Buguey,Alucao Weste (San Lorenzo*)
Cagayan,Buguey,Antiporda
Cagayan,Buguey,Ballang
Cagayan,Buguey,Balza
Cagayan,Buguey,Cabaritan
Cagayan,Buguey,Calamegatan
Cagayan,Buguey,Centro (Pob.)
Cagayan,Buguey,Centro West
Cagayan,Buguey,Dalaya
Cagayan,Buguey,Fula
Cagayan,Buguey,Leron
Cagayan,Buguey,Maddalero
Cagayan,Buguey,Mala Este
Cagayan,Buguey,Mala Weste
Cagayan,Buguey,Minanga Este
Cagayan,Buguey,Minanga Weste
Cagayan,Buguey,Paddaya Este
Cagayan,Buguey,Paddaya Weste
Cagayan,Buguey,Pattao
Cagayan,Buguey,Quinawegan
Cagayan,Buguey,Remebella
Cagayan,Buguey,San Isidro
Cagayan,Buguey,San Juan
Cagayan,Buguey,San Vicente
Cagayan,Buguey,Santa Isabel
Cagayan,Buguey,Santa Maria
Cagayan,Buguey,Tabbac
Cagayan,Buguey,Villa Cielo
Cagayan,Buguey,Villa Gracia
Cagayan,Buguey,Villa Leonora
Cagayan,Gattaran,Abra
Cagayan,Gattaran,Aguiguican
Cagayan,Gattaran,Bangatan Ngagan
Cagayan,Gattaran,Baracaoit
Cagayan,Gattaran,Baraoidan
Cagayan,Gattaran,Barbarit
Cagayan,Gattaran,Basao
Cagayan,Gattaran,Bolos Point
Cagayan,Gattaran,Cabayu
Cagayan,Gattaran,Calaoagan Bassit
Cagayan,Gattaran,Calaoagan Dackel
Cagayan,Gattaran,Capiddigan
Cagayan,Gattaran,Capissayan Norte
Cagayan,Gattaran,Capissayan Sur
Cagayan,Gattaran,Casicallan Norte
Cagayan,Gattaran,Casicallan Sur
Cagayan,Gattaran,Centro Norte (Pob.)
Cagayan,Gattaran,Centro Sur (Pob.)
Cagayan,Gattaran,Cullit
Cagayan,Gattaran,Cumao
Cagayan,Gattaran,Cunig
Cagayan,Gattaran,Dummun
Cagayan,Gattaran,Fugu
Cagayan,Gattaran,Ganzano
Cagayan,Gattaran,Guising
Cagayan,Gattaran,L. Adviento
Cagayan,Gattaran,Langgan
Cagayan,Gattaran,Lapogan
Cagayan,Gattaran,Mabuno
Cagayan,Gattaran,Nabaccayan
Cagayan,Gattaran,Naddungan
Cagayan,Gattaran,Nagatutuan
Cagayan,Gattaran,Nassiping
Cagayan,Gattaran,Newagac
Cagayan,Gattaran,Palagao Norte
Cagayan,Gattaran,Palagao Sur
Cagayan,Gattaran,Pina Este
Cagayan,Gattaran,Pina Weste
Cagayan,Gattaran,San Carlos
Cagayan,Gattaran,San Vicente
Cagayan,Gattaran,Santa Ana
Cagayan,Gattaran,Santa Maria
Cagayan,Gattaran,Sidem
Cagayan,Gattaran,T. Elizaga (Mabirbira)
Cagayan,Gattaran,Tagumay
Cagayan,Gattaran,Takiki
Cagayan,Gattaran,Taligan
Cagayan,Gattaran,Tanglagan
Cagayan,Gattaran,Tubungan Este
Cagayan,Gattaran,Tubungan Weste
Cagayan,Pamplona,Abanqueruan
Cagayan,Pamplona,Allasitan
Cagayan,Pamplona,Bagu
Cagayan,Pamplona,Balingit
Cagayan,Pamplona,Bidduang
Cagayan,Pamplona,Cabaggan
Cagayan,Pamplona,Capalalian
Cagayan,Pamplona,Casitan
Cagayan,Pamplona,Centro (Pob.)
Cagayan,Pamplona,Curva
Cagayan,Pamplona,Gattu
Cagayan,Pamplona,Masi
Cagayan,Pamplona,Nagattatan
Cagayan,Pamplona,Nagtupacan
Cagayan,Pamplona,San Juan
Cagayan,Pamplona,Santa Cruz
Cagayan,Pamplona,Tabba
Cagayan,Pamplona,Tupanna
Cagayan,Santa Ana,Batu-Parada
Cagayan,Santa Ana,Casagan
Cagayan,Santa Ana,Casambalangan (Port Irene)
Cagayan,Santa Ana,Centro (Pob.)
Cagayan,Santa Ana,Diora-Zinungan
Cagayan,Santa Ana,Dungeg
Cagayan,Santa Ana,Kapanikian
Cagayan,Santa Ana,Marede
Cagayan,Santa Ana,Palawig
Cagayan,Santa Ana,Patunungan
Cagayan,Santa Ana,Rapuli (Punti)
Cagayan,Santa Ana,San Vicente (Fort)
Cagayan,Santa Ana,Santa Clara
Cagayan,Santa Ana,Santa Cruz
Cagayan,Santa Ana,Tangatan
Cagayan,Santa Ana,Visitacion (Pob.)
Cagayan,Tuao,Accusilian
Cagayan,Tuao,Alabiao
Cagayan,Tuao,Alabug
Cagayan,Tuao,Angang
Cagayan,Tuao,Bagumbayan
Cagayan,Tuao,Balagao
Cagayan,Tuao,Barancuag
Cagayan,Tuao,Battung
Cagayan,Tuao,Bicok
Cagayan,Tuao,Bugnay
Cagayan,Tuao,Cagumitan
Cagayan,Tuao,Cato
Cagayan,Tuao,Culong
Cagayan,Tuao,Dagupan
Cagayan,Tuao,Fugu
Cagayan,Tuao,Lakambini
Cagayan,Tuao,Lallayug
Cagayan,Tuao,Malalinta
Cagayan,Tuao,Malumin
Cagayan,Tuao,Mambacag
Cagayan,Tuao,Mungo
Cagayan,Tuao,Naruangan
Cagayan,Tuao,Palca
Cagayan,Tuao,Pata
Cagayan,Tuao,Poblacion I (Ward I Centro)
Cagayan,Tuao,Poblacion II (Ward Ii Centro)
Cagayan,Tuao,San Juan
Cagayan,Tuao,San Luis (Gurengad)
Cagayan,Tuao,San Vicente (Maleg)
Cagayan,Tuao,Santo Tomas
Cagayan,Tuao,Taribubu
Cagayan,Tuao,Villa Laida
Camarines Norte,Basud,Angas
Camarines Norte,Basud,Bactas
Camarines Norte,Basud,Binatagan
Camarines Norte,Basud,Caayunan
Camarines Norte,Basud,Guinatungan
Camarines Norte,Basud,Hinampacan
Camarines Norte,Basud,Langa
Camarines Norte,Basud,Laniton
Camarines Norte,Basud,Lidong
Camarines Norte,Basud,Mampili
Camarines Norte,Basud,Mandazo
Camarines Norte,Basud,Mangcamagong
Camarines Norte,Basud,Manmuntay
Camarines Norte,Basud,Mantugawe
Camarines Norte,Basud,Matnog
Camarines Norte,Basud,Mocong
Camarines Norte,Basud,Oliva
Camarines Norte,Basud,Pagsangahan
Camarines Norte,Basud,Pinagwarasan
Camarines Norte,Basud,Plaridel
Camarines Norte,Basud,Poblacion 1
Camarines Norte,Basud,Poblacion 2
Camarines Norte,Basud,San Felipe
Camarines Norte,Basud,San Jose
Camarines Norte,Basud,San Pascual
Camarines Norte,Basud,Taba-Taba
Camarines Norte,Basud,Tacad
Camarines Norte,Basud,Taisan
Camarines Norte,Basud,Tuaca
Camarines Norte,Mercedes,Apuao
Camarines Norte,Mercedes,Barangay I (Pob.)
Camarines Norte,Mercedes,Barangay II (Pob.)
Camarines Norte,Mercedes,Barangay III (Pob.)
Camarines Norte,Mercedes,Barangay IV (Pob.)
Camarines Norte,Mercedes,Barangay V (Pob.)
Camarines Norte,Mercedes,Barangay VI (Pob.)
Camarines Norte,Mercedes,Barangay VII (Pob.)
Camarines Norte,Mercedes,Caringo
Camarines Norte,Mercedes,Catandunganon
Camarines Norte,Mercedes,Cayucyucan
Camarines Norte,Mercedes,Colasi
Camarines Norte,Mercedes,Del Rosario (Tagongtong)
Camarines Norte,Mercedes,Gaboc
Camarines Norte,Mercedes,Hamoraon
Camarines Norte,Mercedes,Hinipaan
Camarines Norte,Mercedes,Lalawigan
Camarines Norte,Mercedes,Lanot
Camarines Norte,Mercedes,Mambungalon
Camarines Norte,Mercedes,Manguisoc
Camarines Norte,Mercedes,Masalongsalong
Camarines Norte,Mercedes,Matoogtoog
Camarines Norte,Mercedes,Pambuhan
Camarines Norte,Mercedes,Quinapaguian
Camarines Norte,Mercedes,San Roque
Camarines Norte,Mercedes,Tarum
Camarines Norte,Talisay,Binanuaan
Camarines Norte,Talisay,Caawigan
Camarines Norte,Talisay,Cahabaan
Camarines Norte,Talisay,Calintaan
Camarines Norte,Talisay,Del Carmen
Camarines Norte,Talisay,Gabon
Camarines Norte,Talisay,Itomang
Camarines Norte,Talisay,Poblacion
Camarines Norte,Talisay,San Francisco
Camarines Norte,Talisay,San Isidro
Camarines Norte,Talisay,San Jose
Camarines Norte,Talisay,San Nicolas
Camarines Norte,Talisay,Santa Cruz
Camarines Norte,Talisay,Santa Elena
Camarines Norte,Talisay,Santo Nino
Camarines Norte,Capalonga,Alayao
Camarines Norte,Capalonga,Binawangan
Camarines Norte,Capalonga,Calabaca
Camarines Norte,Capalonga,Camagsaan
Camarines Norte,Capalonga,Catabaguangan
Camarines Norte,Capalonga,Catioan
Camarines Norte,Capalonga,Del Pilar
Camarines Norte,Capalonga,Itok
Camarines Norte,Capalonga,Lucbanan
Camarines Norte,Capalonga,Mabini
Camarines Norte,Capalonga,Mactang
Camarines Norte,Capalonga,Magsaysay
Camarines Norte,Capalonga,Mataque
Camarines Norte,Capalonga,Old Camp
Camarines Norte,Capalonga,Poblacion
Camarines Norte,Capalonga,San Antonio
Camarines Norte,Capalonga,San Isidro
Camarines Norte,Capalonga,San Roque
Camarines Norte,Capalonga,Tanawan
Camarines Norte,Capalonga,Ubang
Camarines Norte,Capalonga,Villa Aurora
Camarines Norte,Capalonga,Villa Belen
Camarines Norte,Daet,Alawihao
Camarines Norte,Daet,Awitan
Camarines Norte,Daet,Bagasbas
Camarines Norte,Daet,Barangay I (Pob.)
Camarines Norte,Daet,Barangay II (Pob.)
Camarines Norte,Daet,Barangay III (Pob.)
Camarines Norte,Daet,Barangay IV (Pob.)
Camarines Norte,Daet,Barangay V (Pob.)
Camarines Norte,Daet,Barangay VI (Pob.)
Camarines Norte,Daet,Barangay VII (Pob.)
Camarines Norte,Daet,Barangay VIII (Pob.)
Camarines Norte,Daet,Bibirao
Camarines Norte,Daet,Borabod
Camarines Norte,Daet,Calasgasan
Camarines Norte,Daet,Camambugan
Camarines Norte,Daet,Cobangbang (Carumpit)
Camarines Norte,Daet,Dogongan
Camarines Norte,Daet,Gahonon
Camarines Norte,Daet,Gubat
Camarines Norte,Daet,Lag-On
Camarines Norte,Daet,Magang
Camarines Norte,Daet,Mambalite
Camarines Norte,Daet,Mancruz (Mangcruz)
Camarines Norte,Daet,Pamorangon
Camarines Norte,Daet,San Isidro
Camarines Norte,Jose Panganiban,Bagong Bayan
Camarines Norte,Jose Panganiban,Calero
Camarines Norte,Jose Panganiban,Dahican
Camarines Norte,Jose Panganiban,Dayhagan
Camarines Norte,Jose Panganiban,Larap
Camarines Norte,Jose Panganiban,Luklukan Norte
Camarines Norte,Jose Panganiban,Luklukan Sur
Camarines Norte,Jose Panganiban,Motherlode
Camarines Norte,Jose Panganiban,Nakalaya
Camarines Norte,Jose Panganiban,North Poblacion
Camarines Norte,Jose Panganiban,Osmena
Camarines Norte,Jose Panganiban,Pag-Asa
Camarines Norte,Jose Panganiban,Parang
Camarines Norte,Jose Panganiban,Plaridel
Camarines Norte,Jose Panganiban,Salvacion
Camarines Norte,Jose Panganiban,San Isidro
Camarines Norte,Jose Panganiban,San Jose
Camarines Norte,Jose Panganiban,San Martin
Camarines Norte,Jose Panganiban,San Pedro
Camarines Norte,Jose Panganiban,San Rafael
Camarines Norte,Jose Panganiban,Santa Cruz
Camarines Norte,Jose Panganiban,Santa Elena
Camarines Norte,Jose Panganiban,Santa Milagrosa
Camarines Norte,Jose Panganiban,Santa Rosa Norte
Camarines Norte,Jose Panganiban,Santa Rosa Sur
Camarines Norte,Jose Panganiban,South Poblacion
Camarines Norte,Jose Panganiban,Tamisan
Camarines Norte,San Vicente,Asdum
Camarines Norte,San Vicente,Cabanbanan
Camarines Norte,San Vicente,Calabagas
Camarines Norte,San Vicente,Fabrica
Camarines Norte,San Vicente,Iraya Sur
Camarines Norte,San Vicente,Man-Ogob
Camarines Norte,San Vicente,Poblacion District I (Silangan/bgy. 1)
Camarines Norte,San Vicente,Poblacion District II (Kanluran/bgy. 2)
Camarines Norte,San Vicente,San Jose (Iraya Norte)
Camarines Norte,Labo,Anahaw (Pob.)
Camarines Norte,Labo,Anameam
Camarines Norte,Labo,Awitan
Camarines Norte,Labo,Baay
Camarines Norte,Labo,Bagacay
Camarines Norte,Labo,Bagong Silang I
Camarines Norte,Labo,Bagong Silang II
Camarines Norte,Labo,Bagong Silang III (Silang)
Camarines Norte,Labo,Bakiad
Camarines Norte,Labo,Bautista
Camarines Norte,Labo,Bayabas
Camarines Norte,Labo,Bayan-Bayan
Camarines Norte,Labo,Benit
Camarines Norte,Labo,Bulhao
Camarines Norte,Labo,Cabatuhan
Camarines Norte,Labo,Cabusay
Camarines Norte,Labo,Calabasa
Camarines Norte,Labo,Canapawan
Camarines Norte,Labo,Daguit
Camarines Norte,Labo,Dalas
Camarines Norte,Labo,Dumagmang
Camarines Norte,Labo,Exciban
Camarines Norte,Labo,Fundado
Camarines Norte,Labo,Guinacutan
Camarines Norte,Labo,Guisican
Camarines Norte,Labo,Gumamela (Pob.)
Camarines Norte,Labo,Iberica
Camarines Norte,Labo,Kalamunding (Pob.)
Camarines Norte,Labo,Lugui
Camarines Norte,Labo,Mabilo I
Camarines Norte,Labo,Mabilo II
Camarines Norte,Labo,Macogon
Camarines Norte,Labo,Mahawan-Hawan
Camarines Norte,Labo,Malangcao-Basud
Camarines Norte,Labo,Malasugui
Camarines Norte,Labo,Malatap
Camarines Norte,Labo,Malaya
Camarines Norte,Labo,Malibago
Camarines Norte,Labo,Maot
Camarines Norte,Labo,Masalong
Camarines Norte,Labo,Matanlang
Camarines Norte,Labo,Napaod
Camarines Norte,Labo,Pag-Asa
Camarines Norte,Labo,Pangpang
Camarines Norte,Labo,Pinya (Pob.)
Camarines Norte,Labo,San Antonio
Camarines Norte,Labo,San Francisco (Pob.)
Camarines Norte,Labo,Santa Cruz
Camarines Norte,Labo,Submakin
Camarines Norte,Labo,Talobatib
Camarines Norte,Labo,Tigbinan
Camarines Norte,Labo,Tulay Na Lupa
Camarines Norte,San Lorenzo Ruiz,Daculang Bolo
Camarines Norte,San Lorenzo Ruiz,Dagotdotan
Camarines Norte,San Lorenzo Ruiz,Langga
Camarines Norte,San Lorenzo Ruiz,Laniton
Camarines Norte,San Lorenzo Ruiz,Maisog
Camarines Norte,San Lorenzo Ruiz,Mampurog
Camarines Norte,San Lorenzo Ruiz,Manlimonsito
Camarines Norte,San Lorenzo Ruiz,Matacong (Pob.)
Camarines Norte,San Lorenzo Ruiz,Salvacion
Camarines Norte,San Lorenzo Ruiz,San Antonio
Camarines Norte,San Lorenzo Ruiz,San Isidro
Camarines Norte,San Lorenzo Ruiz,San Ramon
Camarines Norte,Santa Elena,Basiad
Camarines Norte,Santa Elena,Bulala
Camarines Norte,Santa Elena,Don Tomas
Camarines Norte,Santa Elena,Guitol
Camarines Norte,Santa Elena,Kabuluan
Camarines Norte,Santa Elena,Kagtalaba
Camarines Norte,Santa Elena,Maulawin
Camarines Norte,Santa Elena,Patag Ibaba
Camarines Norte,Santa Elena,Patag Iraya
Camarines Norte,Santa Elena,Plaridel
Camarines Norte,Santa Elena,Polungguitguit
Camarines Norte,Santa Elena,Rizal
Camarines Norte,Santa Elena,Salvacion
Camarines Norte,Santa Elena,San Lorenzo
Camarines Norte,Santa Elena,San Pedro
Camarines Norte,Santa Elena,San Vicente
Camarines Norte,Santa Elena,Santa Elena (Pob.)
Camarines Norte,Santa Elena,Tabugon
Camarines Norte,Santa Elena,Villa San Isidro
Camarines Norte,Paracale,Awitan
Camarines Norte,Paracale,Bagumbayan
Camarines Norte,Paracale,Bakal
Camarines Norte,Paracale,Batobalani
Camarines Norte,Paracale,Calaburnay
Camarines Norte,Paracale,Capacuan
Camarines Norte,Paracale,Casalugan
Camarines Norte,Paracale,Dagang
Camarines Norte,Paracale,Dalnac
Camarines Norte,Paracale,Dancalan
Camarines Norte,Paracale,Gumaus
Camarines Norte,Paracale,Labnig
Camarines Norte,Paracale,Macolabo Island
Camarines Norte,Paracale,Malacbang
Camarines Norte,Paracale,Malaguit
Camarines Norte,Paracale,Mampungo
Camarines Norte,Paracale,Mangkasay
Camarines Norte,Paracale,Maybato
Camarines Norte,Paracale,Palanas
Camarines Norte,Paracale,Pinagbirayan Malaki
