province,municipality,barangay
Iloilo,Iloilo City,Rizal Palapala II
Iloilo,Iloilo City,Roxas Village
Iloilo,Iloilo City,Sambag
Iloilo,Iloilo City,Sampaguita
Iloilo,Iloilo City,San Agustin
Iloilo,Iloilo City,San Antonio
Iloilo,Iloilo City,San Felix
Iloilo,Iloilo City,San Isidro (Jaro)
Iloilo,Iloilo City,San Isidro (La Paz)
Iloilo,Iloilo City,San Jose (Arevalo)
Iloilo,Iloilo City,San Jose (City Proper)
Iloilo,Iloilo City,San Jose (Jaro)
Iloilo,Iloilo City,San Juan
Iloilo,Iloilo City,San Nicolas
Iloilo,Iloilo City,San Pedro (Jaro)
Iloilo,Iloilo City,San Pedro (Molo)
Iloilo,Iloilo City,San Rafael
Iloilo,Iloilo City,San Roque
Iloilo,Iloilo City,San Vicente
Iloilo,Iloilo City,Santa Cruz
Iloilo,Iloilo City,Santa Filomena
Iloilo,Iloilo City,Santa Rosa
Iloilo,Iloilo City,Santo Domingo
Iloilo,Iloilo City,Santo Nino Norte
Iloilo,Iloilo City,Santo Nino Sur
Iloilo,Iloilo City,Santo Rosario-Duran
Iloilo,Iloilo City,Seminario (Burgos Jalandoni)
Iloilo,Iloilo City,Simon Ledesma
Iloilo,Iloilo City,Sinikway (Bangkerohan Lapuz)
Iloilo,Iloilo City,So-Oc
Iloilo,Iloilo City,South Baluarte
Iloilo,Iloilo City,South Fundidor
Iloilo,Iloilo City,South San Jose
Iloilo,Iloilo City,Taal
Iloilo,Iloilo City,Tabuc Suba (Jaro)
Iloilo,Iloilo City,Tabuc Suba (La Paz)
Iloilo,Iloilo City,Tabucan
Iloilo,Iloilo City,Tacas
Iloilo,Iloilo City,Tagbac
Iloilo,Iloilo City,Tanza-Esperanza
Iloilo,Iloilo City,Tap-Oc
Iloilo,Iloilo City,Taytay Zone II
Iloilo,Iloilo City,Ticud (La Paz)
Iloilo,Iloilo City,Timawa Tanza I
Iloilo,Iloilo City,Timawa Tanza II
Iloilo,Iloilo City,Ungka
Iloilo,Iloilo City,Veterans Village
Iloilo,Iloilo City,Villa Anita
Iloilo,Iloilo City,West Habog-Habog
Iloilo,Iloilo City,West Timawa
Iloilo,Iloilo City,Yulo Drive
Iloilo,Iloilo City,Yulo-Arroyo
Iloilo,Iloilo City,Zamora-Melliza
Iloilo,Barotac Nuevo,Acuit
Iloilo,Barotac Nuevo,Agcuyawan Calsada
Iloilo,Barotac Nuevo,Agcuyawan Pulo
Iloilo,Barotac Nuevo,Bagongbong
Iloilo,Barotac Nuevo,Baras
Iloilo,Barotac Nuevo,Bungca
Iloilo,Barotac Nuevo,Cabilauan
Iloilo,Barotac Nuevo,Cruz
Iloilo,Barotac Nuevo,Guintas
Iloilo,Barotac Nuevo,Igbong
Iloilo,Barotac Nuevo,Ilaud Poblacion
Iloilo,Barotac Nuevo,Ilaya Poblacion
Iloilo,Barotac Nuevo,Jalaud
Iloilo,Barotac Nuevo,Lagubang
Iloilo,Barotac Nuevo,Lanas
Iloilo,Barotac Nuevo,Lico-An
Iloilo,Barotac Nuevo,Linao
Iloilo,Barotac Nuevo,Monpon
Iloilo,Barotac Nuevo,Palaciawan
Iloilo,Barotac Nuevo,Patag
Iloilo,Barotac Nuevo,Salihid
Iloilo,Barotac Nuevo,So-Ol
Iloilo,Barotac Nuevo,Sohoton
Iloilo,Barotac Nuevo,Tabuc-Suba
Iloilo,Barotac Nuevo,Tabucan
Iloilo,Barotac Nuevo,Talisay
Iloilo,Barotac Nuevo,Tinorian
Iloilo,Barotac Nuevo,Tiwi
Iloilo,Barotac Nuevo,Tubungan
Iloilo,Leon,Agboy Norte
Iloilo,Leon,Agboy Sur
Iloilo,Leon,Agta
Iloilo,Leon,Ambulong
Iloilo,Leon,Anonang
Iloilo,Leon,Apian
Iloilo,Leon,Avanzada
Iloilo,Leon,Awis
Iloilo,Leon,Ayabang
Iloilo,Leon,Ayubo
Iloilo,Leon,Bacolod
Iloilo,Leon,Baje
Iloilo,Leon,Banagan
Iloilo,Leon,Barangbang
Iloilo,Leon,Barasan
Iloilo,Leon,Bayag Norte
Iloilo,Leon,Bayag Sur
Iloilo,Leon,Binolbog
Iloilo,Leon,Biri Norte
Iloilo,Leon,Biri Sur
Iloilo,Leon,Bobon
Iloilo,Leon,Bucari
Iloilo,Leon,Buenavista
Iloilo,Leon,Buga
Iloilo,Leon,Bulad
Iloilo,Leon,Bulwang
Iloilo,Leon,Cabolo-An
Iloilo,Leon,Cabunga-An
Iloilo,Leon,Cabutongan
Iloilo,Leon,Cagay
Iloilo,Leon,Camandag
Iloilo,Leon,Camando
Iloilo,Leon,Cananaman
Iloilo,Leon,Capt. Fernando
Iloilo,Leon,Carara-An
Iloilo,Leon,Carolina
Iloilo,Leon,Cawilihan
Iloilo,Leon,Coyugan Norte
Iloilo,Leon,Coyugan Sur
Iloilo,Leon,Danao
Iloilo,Leon,Dorog
Iloilo,Leon,Dusacan
Iloilo,Leon,Gines
Iloilo,Leon,Gumboc
Iloilo,Leon,Igcadios
Iloilo,Leon,Ingay
Iloilo,Leon,Isian Norte
Iloilo,Leon,Isian Victoria
Iloilo,Leon,Jamog Gines
Iloilo,Leon,Lampaya
Iloilo,Leon,Lanag
Iloilo,Leon,Lang-Og
Iloilo,Leon,Ligtos
Iloilo,Leon,Lonoc
Iloilo,Leon,Magcapay
Iloilo,Leon,Maliao
Iloilo,Leon,Malublub
Iloilo,Leon,Manampunay
Iloilo,Leon,Marirong
Iloilo,Leon,Mina
Iloilo,Leon,Mocol
Iloilo,Leon,Nagbangi
Iloilo,Leon,Nalbang
Iloilo,Leon,Odong-Odong
Iloilo,Leon,Oluangan
Iloilo,Leon,Omambong
Iloilo,Leon,Paga
Iloilo,Leon,Pandan
Iloilo,Leon,Panginman
Iloilo,Leon,Paoy
Iloilo,Leon,Pepe
Iloilo,Leon,Poblacion
Iloilo,Leon,Salngan
Iloilo,Leon,Samlague
Iloilo,Leon,Siol Norte
Iloilo,Leon,Siol Sur
Iloilo,Leon,Tacuyong Norte
Iloilo,Leon,Tacuyong Sur
Iloilo,Leon,Tagsing
Iloilo,Leon,Talacuan
Iloilo,Leon,Ticuan
Iloilo,Leon,Tina-An Norte
Iloilo,Leon,Tina-An Sur
Iloilo,Leon,Tu-Og
Iloilo,Leon,Tunguan
Iloilo,Janiuay,Abangay
Iloilo,Janiuay,Agcarope
Iloilo,Janiuay,Aglobong
Iloilo,Janiuay,Aguingay
Iloilo,Janiuay,Anhawan
Iloilo,Janiuay,Aquino Nobleza East (Pob.)
Iloilo,Janiuay,Aquino Nobleza West (Pob.)
Iloilo,Janiuay,Atimonan
Iloilo,Janiuay,Balanac
Iloilo,Janiuay,Barasalon
Iloilo,Janiuay,Bongol
Iloilo,Janiuay,Cabantog
Iloilo,Janiuay,Calmay
Iloilo,Janiuay,Canawili
Iloilo,Janiuay,Canawillian
Iloilo,Janiuay,Capt. A. Tirador (Pob.)
Iloilo,Janiuay,Caranas
Iloilo,Janiuay,Caraudan
Iloilo,Janiuay,Carigangan
Iloilo,Janiuay,Concepcion Pob. (D.g. Abordo)
Iloilo,Janiuay,Crispin Salazar North (Pob.)
Iloilo,Janiuay,Crispin Salazar South (Pob.)
Iloilo,Janiuay,Cunsad
Iloilo,Janiuay,Dabong
Iloilo,Janiuay,Damires
Iloilo,Janiuay,Damo-Ong
Iloilo,Janiuay,Danao
Iloilo,Janiuay,Don T. Lutero Center (Pob.)
Iloilo,Janiuay,Don T. Lutero East (Pob.)
Iloilo,Janiuay,Don T. Lutero West Pob. (Don T. Lutero North)
Iloilo,Janiuay,Gines
Iloilo,Janiuay,Golgota (Pob.)
Iloilo,Janiuay,Guadalupe
Iloilo,Janiuay,Jibolo
Iloilo,Janiuay,Kuyot
Iloilo,Janiuay,Locsin (Pob.)
Iloilo,Janiuay,Madong
Iloilo,Janiuay,Manacabac
Iloilo,Janiuay,Mangil
Iloilo,Janiuay,Matag-Ub
Iloilo,Janiuay,Monte-Magapa
Iloilo,Janiuay,Pangilihan
Iloilo,Janiuay,Panuran
Iloilo,Janiuay,Pararinga
Iloilo,Janiuay,Patong-Patong
Iloilo,Janiuay,Quipot
Iloilo,Janiuay,R. Armada (Pob.)
Iloilo,Janiuay,S. M. Villa (Pob.)
Iloilo,Janiuay,San Julian (Pob.)
Iloilo,Janiuay,San Pedro (Pob.)
Iloilo,Janiuay,Santa Rita (Pob.)
Iloilo,Janiuay,Santo Tomas
Iloilo,Janiuay,Sarawag
Iloilo,Janiuay,Tambal
Iloilo,Janiuay,Tamu-An
Iloilo,Janiuay,Tiringanan
Iloilo,Janiuay,Tolarucan
Iloilo,Janiuay,Tuburan
Iloilo,Janiuay,Ubian
Iloilo,Janiuay,Yabon
Iloilo,Maasin,Abay
Iloilo,Maasin,Abilay
Iloilo,Maasin,Agrocel Pob. (Aguinaldo-Roxas--Celso Mayor)
Iloilo,Maasin,Amerang
Iloilo,Maasin,Bagacay East
Iloilo,Maasin,Bagacay West
Iloilo,Maasin,Bolo
Iloilo,Maasin,Bug-Ot
Iloilo,Maasin,Bulay
Iloilo,Maasin,Buntalan
Iloilo,Maasin,Burak
Iloilo,Maasin,Cabangcalan
Iloilo,Maasin,Cabatac
Iloilo,Maasin,Caigon
Iloilo,Maasin,Cananghan
Iloilo,Maasin,Canawili
Iloilo,Maasin,Dagami
Iloilo,Maasin,Daja
Iloilo,Maasin,Dalusan
Iloilo,Maasin,Delcar Pob. (Delgado-Cartagena)
Iloilo,Maasin,Inabasan
Iloilo,Maasin,Layog
Iloilo,Maasin,Linab
Iloilo,Maasin,Linagan Calsada
Iloilo,Maasin,Linagan Tacas
Iloilo,Maasin,Magsaysay
Iloilo,Maasin,Mandog
Iloilo,Maasin,Mari Pob. (Mabini-Rizal)
Iloilo,Maasin,Miapa
Iloilo,Maasin,Nagba
Iloilo,Maasin,Nasaka
Iloilo,Maasin,Naslo-Bucao
Iloilo,Maasin,Nasuli
Iloilo,Maasin,Panalian
Iloilo,Maasin,Piandaan East
Iloilo,Maasin,Piandaan West
Iloilo,Maasin,Pispis
Iloilo,Maasin,Punong
Iloilo,Maasin,Santa Rita
Iloilo,Maasin,Sinubsuban
Iloilo,Maasin,Siwalo
Iloilo,Maasin,Subog
Iloilo,Maasin,Thtp Pob. (Taft-Thompson--Hughes-Del Pilar)
Iloilo,Maasin,Tigbauan
Iloilo,Maasin,Trangka
Iloilo,Maasin,Tubang
Iloilo,Maasin,Tulahong
Iloilo,Maasin,Tuy-An East
Iloilo,Maasin,Tuy-An West
Iloilo,Maasin,Ubian
Iloilo,Bingawan,Agba-O
Iloilo,Bingawan,Alabidhan
Iloilo,Bingawan,Bulabog
Iloilo,Bingawan,Cairohan
Iloilo,Bingawan,Guinhulacan
Iloilo,Bingawan,Inamyungan
Iloilo,Bingawan,Malitbog Ilawod
Iloilo,Bingawan,Malitbog Ilaya
Iloilo,Bingawan,Ngingi-An
Iloilo,Bingawan,Poblacion
Iloilo,Bingawan,Quinangyana
Iloilo,Bingawan,Quinar-Upan
Iloilo,Bingawan,Tapacon
Iloilo,Bingawan,Tubod
Iloilo,Oton,Abilay Norte
Iloilo,Oton,Abilay Sur
Iloilo,Oton,Alegre
Iloilo,Oton,Batuan Ilaud
Iloilo,Oton,Batuan Ilaya
Iloilo,Oton,Bita Norte
Iloilo,Oton,Bita Sur
Iloilo,Oton,Botong
Iloilo,Oton,Buray
Iloilo,Oton,Cabanbanan
Iloilo,Oton,Caboloan Norte
Iloilo,Oton,Caboloan Sur
Iloilo,Oton,Cadinglian
Iloilo,Oton,Cagbang
Iloilo,Oton,Calam-Isan
Iloilo,Oton,Galang
Iloilo,Oton,Lambuyao
Iloilo,Oton,Mambog
Iloilo,Oton,Pakiad
Iloilo,Oton,Poblacion East
Iloilo,Oton,Poblacion North
Iloilo,Oton,Poblacion South
Iloilo,Oton,Poblacion West
Iloilo,Oton,Polo Maestra Bita
Iloilo,Oton,Rizal
Iloilo,Oton,Salngan
Iloilo,Oton,Sambaludan
Iloilo,Oton,San Antonio
Iloilo,Oton,San Nicolas
Iloilo,Oton,Santa Clara
Iloilo,Oton,Santa Monica
Iloilo,Oton,Santa Rita
Iloilo,Oton,Tagbac Norte
Iloilo,Oton,Tagbac Sur
Iloilo,Oton,Trapiche
Iloilo,Oton,Tuburan
Iloilo,Oton,Turog-Turog
Iloilo,Passi,Agdahon
Iloilo,Passi,Agdayao
Iloilo,Passi,Aglalana
Iloilo,Passi,Agtabo
Iloilo,Passi,Agtambo
Iloilo,Passi,Alimono
Iloilo,Passi,Arac
Iloilo,Passi,Ayuyan
Iloilo,Passi,Bacuranan
Iloilo,Passi,Bagacay
Iloilo,Passi,Batu
Iloilo,Passi,Bayan
Iloilo,Passi,Bitaogan
Iloilo,Passi,Buenavista
Iloilo,Passi,Buyo
Iloilo,Passi,Cabunga
Iloilo,Passi,Cadilang
Iloilo,Passi,Cairohan
Iloilo,Passi,Dalicanan
Iloilo,Passi,Gegachac
Iloilo,Passi,Gemat-Y
Iloilo,Passi,Gemumua-Agahon
Iloilo,Passi,Gines Viejo
Iloilo,Passi,Imbang Grande
Iloilo,Passi,Jaguimitan
Iloilo,Passi,Libo-O
Iloilo,Passi,Maasin
Iloilo,Passi,Magdungao
Iloilo,Passi,Malag-It Grande
Iloilo,Passi,Malag-It Pequeno
Iloilo,Passi,Mambiranan Grande
Iloilo,Passi,Mambiranan Pequeno
Iloilo,Passi,Man-It
Iloilo,Passi,Mantulang
Iloilo,Passi,Mulapula
Iloilo,Passi,Nueva Union
Iloilo,Passi,Pagaypay
Iloilo,Passi,Pangi
Iloilo,Passi,Poblacion Ilawod
Iloilo,Passi,Poblacion Ilaya
Iloilo,Passi,Punong
Iloilo,Passi,Quinagaringan Grande
Iloilo,Passi,Quinagaringan Pequeno
Iloilo,Passi,Sablogon
Iloilo,Passi,Salngan
Iloilo,Passi,Santo Tomas
Iloilo,Passi,Sarapan
Iloilo,Passi,Tagubong
Iloilo,Passi,Talongonan
Iloilo,Passi,Tubod
Iloilo,Passi,Tuburan
Iloilo,Dingle,Abangay
Iloilo,Dingle,Agsalanan
Iloilo,Dingle,Agtatacay
Iloilo,Dingle,Alegria
Iloilo,Dingle,Bongloy
Iloilo,Dingle,Buenavista
Iloilo,Dingle,Caguyuman
Iloilo,Dingle,Calicuang
Iloilo,Dingle,Camambugan
Iloilo,Dingle,Dawis
Iloilo,Dingle,Ginalinan Nuevo
Iloilo,Dingle,Ginalinan Viejo
Iloilo,Dingle,Gutao
Iloilo,Dingle,Ilajas
Iloilo,Dingle,Libo-O
Iloilo,Dingle,Licu-An
Iloilo,Dingle,Lincud
Iloilo,Dingle,Matangharon
Iloilo,Dingle,Moroboro
Iloilo,Dingle,Namatay
Iloilo,Dingle,Nazuni
Iloilo,Dingle,Pandan
Iloilo,Dingle,Poblacion
Iloilo,Dingle,Potolan
Iloilo,Dingle,San Jose
Iloilo,Dingle,San Matias
Iloilo,Dingle,Siniba-An
Iloilo,Dingle,Tabugon
Iloilo,Dingle,Tambunac
Iloilo,Dingle,Tanghawan
Iloilo,Dingle,Tiguib
Iloilo,Dingle,Tinocuan
Iloilo,Dingle,Tulatula-An
Iloilo,San Enrique,Abaca
Iloilo,San Enrique,Asisig
Iloilo,San Enrique,Bagonawa
Iloilo,San Enrique,Baliwagan
Iloilo,San Enrique,Bantayan
Iloilo,San Enrique,Batuan
Iloilo,San Enrique,Braulan
Iloilo,San Enrique,Cabugao Nuevo
Iloilo,San Enrique,Cabugao Viejo
Iloilo,San Enrique,Camiri
Iloilo,San Enrique,Catan-Agan
Iloilo,San Enrique,Compo
Iloilo,San Enrique,Cubay
Iloilo,San Enrique,Dacal
Iloilo,San Enrique,Dumiles
Iloilo,San Enrique,Garita
Iloilo,San Enrique,Gines Nuevo
Iloilo,San Enrique,Guintorilan
Iloilo,San Enrique,Imbang Pequeno
Iloilo,San Enrique,Imbesad-An
Iloilo,San Enrique,Iprog
Iloilo,San Enrique,Lip-Ac
Iloilo,San Enrique,Madarag
Iloilo,San Enrique,Mapili
Iloilo,San Enrique,Nayon
Iloilo,San Enrique,Paga
Iloilo,San Enrique,Palje
Iloilo,San Enrique,Poblacion Ilawod
Iloilo,San Joaquin,Amboyu-An
Iloilo,San Joaquin,Andres Bonifacio
Iloilo,San Joaquin,Antalon
Iloilo,San Joaquin,Bad-As
Iloilo,San Joaquin,Bagumbayan
Iloilo,San Joaquin,Balabago
Iloilo,San Joaquin,Baybay
Iloilo,San Joaquin,Bayunan (Panday Oro)
Iloilo,San Joaquin,Bolbogan
Iloilo,San Joaquin,Bonga
Iloilo,San Joaquin,Bucaya
Iloilo,San Joaquin,Bulho
Iloilo,San Joaquin,Cadluman
Iloilo,San Joaquin,Cadoldolan
Iloilo,San Joaquin,Camaba-An
Iloilo,San Joaquin,Camia
Iloilo,San Joaquin,Cata-An
Iloilo,San Joaquin,Crossing Dapuyan
Iloilo,San Joaquin,Cubay
Iloilo,San Joaquin,Cumarascas
Iloilo,San Joaquin,Dacdacanan
Iloilo,San Joaquin,Danawan
Iloilo,San Joaquin,Doldol
Iloilo,San Joaquin,Dongoc
Iloilo,San Joaquin,Escalantera
Iloilo,San Joaquin,Ginot-An
Iloilo,San Joaquin,Guibongan Bayunan
Iloilo,San Joaquin,Huna
Iloilo,San Joaquin,Igbaje
Iloilo,San Joaquin,Igbangcal
Iloilo,San Joaquin,Igbinangon
Iloilo,San Joaquin,Igburi
Iloilo,San Joaquin,Igcabutong
Iloilo,San Joaquin,Igcadlum
Iloilo,San Joaquin,Igcaphang
Iloilo,San Joaquin,Igcaratong
Iloilo,San Joaquin,Igcondao
Iloilo,San Joaquin,Igcores
Iloilo,San Joaquin,Igdagmay
Iloilo,San Joaquin,Igdomingding
Iloilo,San Joaquin,Iglilico
Iloilo,San Joaquin,Igpayong
Iloilo,San Joaquin,Jawod
Iloilo,San Joaquin,Langca
Iloilo,San Joaquin,Languanan
Iloilo,San Joaquin,Lawigan
Iloilo,San Joaquin,Lomboy
Iloilo,San Joaquin,Lomboyan (Santa Ana)
Iloilo,San Joaquin,Lopez Vito
Iloilo,San Joaquin,Mabini Norte
Iloilo,San Joaquin,Mabini Sur
Iloilo,San Joaquin,Manhara
Iloilo,San Joaquin,Maninila
Iloilo,San Joaquin,Masagud
Iloilo,San Joaquin,Matambog
Iloilo,San Joaquin,Mayunoc
Iloilo,San Joaquin,Montinola
Iloilo,San Joaquin,Nadsadan
Iloilo,San Joaquin,Nagquirisan
Iloilo,San Joaquin,Nagsipit
Iloilo,San Joaquin,New Gumawan
Iloilo,San Joaquin,Panatan
Iloilo,San Joaquin,Pitogo
Iloilo,San Joaquin,Purok 1 (Pob.)
Iloilo,San Joaquin,Purok 2 (Pob.)
Iloilo,San Joaquin,Purok 3 (Pob.)
Iloilo,San Joaquin,Purok 4 (Pob.)
Iloilo,San Joaquin,Purok 5 (Pob.)
Iloilo,San Joaquin,Qui-Anan
Iloilo,San Joaquin,Roma
Iloilo,San Joaquin,San Luis
Iloilo,San Joaquin,San Mateo Norte
Iloilo,San Joaquin,San Mateo Sur
Iloilo,San Joaquin,Santa Rita
Iloilo,San Joaquin,Santiago
Iloilo,San Joaquin,Sinogbuhan
Iloilo,San Joaquin,Siwaragan
Iloilo,San Joaquin,Talagutac
Iloilo,San Joaquin,Tapikan
Iloilo,San Joaquin,Taslan
Iloilo,San Joaquin,Tiglawa
Iloilo,San Joaquin,Tiolas
Iloilo,San Joaquin,To-Og
Iloilo,San Joaquin,Torocadan
Iloilo,San Joaquin,Ulay
Iloilo,Igbaras,Alameda
Iloilo,Igbaras,Amorogtong
Iloilo,Igbaras,Anilawan
Iloilo,Igbaras,Bagacay
Iloilo,Igbaras,Bagacayan
Iloilo,Igbaras,Bagay
Iloilo,Igbaras,Balibagan
Iloilo,Igbaras,Barangay 1 Poblacion
Iloilo,Igbaras,Barangay 2 Poblacion
Iloilo,Igbaras,Barangay 3 Poblacion
Iloilo,Igbaras,Barangay 4 Poblacion
Iloilo,Igbaras,Barangay 5 Poblacion
Iloilo,Igbaras,Barangay 6 Poblacion
Iloilo,Igbaras,Barasan
Iloilo,Igbaras,Binanua-An
Iloilo,Igbaras,Boclod
Iloilo,Igbaras,Buenavista
Iloilo,Igbaras,Buga
Iloilo,Igbaras,Bugnay
Iloilo,Igbaras,Calampitao
Iloilo,Igbaras,Cale
Iloilo,Igbaras,Catiringan
Iloilo,Igbaras,Corucuan
Iloilo,Igbaras,Igcabugao
Iloilo,Igbaras,Igpigus
Iloilo,Igbaras,Igtalongon
Iloilo,Igbaras,Indaluyon
Iloilo,Igbaras,Jovellar
Iloilo,Igbaras,Kinagdan
Iloilo,Igbaras,Lab-On
Iloilo,Igbaras,Lacay Dol-Dol
Iloilo,Igbaras,Lumangan
Iloilo,Igbaras,Lutungan
Iloilo,Igbaras,Mantangon
Iloilo,Igbaras,Mulangan
Iloilo,Igbaras,Pasong
Iloilo,Igbaras,Passi
Iloilo,Igbaras,Pinaopawan
Iloilo,Igbaras,Riro-An
Iloilo,Igbaras,San Ambrosio
Iloilo,Igbaras,Santa Barbara
Iloilo,Igbaras,Signe
Iloilo,Igbaras,Tabiac
Iloilo,Igbaras,Talayatay
Iloilo,Igbaras,Taytay
Iloilo,Igbaras,Tigbanaba
Iloilo,Sara,Aguirre
Iloilo,Sara,Aldeguer
Iloilo,Sara,Alibayog
Iloilo,Sara,Anoring
Iloilo,Sara,Apelo
Iloilo,Sara,Apologista
Iloilo,Sara,Aposaga
Iloilo,Sara,Arante
Iloilo,Sara,Ardemil
Iloilo,Sara,Aspera
Iloilo,Sara,Aswe-Pabriaga
Iloilo,Sara,Bagaygay
Iloilo,Sara,Bakabak
Iloilo,Sara,Batitao
Iloilo,Sara,Bato
Iloilo,Sara,Castor
Iloilo,Sara,Crespo
Iloilo,Sara,Del Castillo
Iloilo,Sara,Devera
Iloilo,Sara,Domingo
Iloilo,Sara,Ferraris
Iloilo,Sara,Gildore
Iloilo,Sara,Improgo
Iloilo,Sara,Juaneza
Iloilo,Sara,Labigan
Iloilo,Sara,Lanciola
Iloilo,Sara,Latawan
Iloilo,Sara,Malapaya
Iloilo,Sara,Muyco
Iloilo,Sara,Padios
Iloilo,Sara,Pasig
Iloilo,Sara,Poblacion Ilawod
Iloilo,Sara,Poblacion Ilaya
Iloilo,Sara,Poblacion Market
Iloilo,Sara,Posadas
Iloilo,Sara,Preciosa
Iloilo,Sara,Salcedo
Iloilo,Sara,San Luis
Iloilo,Sara,Tady
Iloilo,Sara,Tentay
Iloilo,Sara,Villahermosa
Iloilo,Sara,Zerrudo
Iloilo,Barotac Viejo,Bugnay
Iloilo,Barotac Viejo,California
Iloilo,Barotac Viejo,De La Pena
Iloilo,Barotac Viejo,Del Pilar
Iloilo,Barotac Viejo,General Luna
Iloilo,Barotac Viejo,La Fortuna
Iloilo,Barotac Viejo,Lipata
Iloilo,Barotac Viejo,Natividad
Iloilo,Barotac Viejo,Nueva Invencion
Iloilo,Barotac Viejo,Nueva Sevilla
Iloilo,Barotac Viejo,Poblacion
Iloilo,Barotac Viejo,Puerto Princesa
Iloilo,Barotac Viejo,Rizal
Iloilo,Barotac Viejo,San Antonio
Iloilo,Barotac Viejo,San Fernando
Iloilo,Barotac Viejo,San Francisco
Iloilo,Barotac Viejo,San Geronimo
Iloilo,Barotac Viejo,San Juan
Iloilo,Barotac Viejo,San Lucas
Iloilo,Barotac Viejo,San Miguel
Iloilo,Barotac Viejo,San Roque
Iloilo,Barotac Viejo,Santiago
Iloilo,Barotac Viejo,Santo Domingo
Iloilo,Barotac Viejo,Santo Tomas
Iloilo,Barotac Viejo,Ugasan
Iloilo,Barotac Viejo,Vista Alegre
Iloilo,Tigbauan,Alupidian
Iloilo,Tigbauan,Atabayan
Iloilo,Tigbauan,Bagacay
Iloilo,Tigbauan,Baguingin
Iloilo,Tigbauan,Bagumbayan
Iloilo,Tigbauan,Bangkal
Iloilo,Tigbauan,Bantud
Iloilo,Tigbauan,Barangay 1 (Pob.)
Iloilo,Tigbauan,Barangay 2 (Pob.)
Iloilo,Tigbauan,Barangay 3 (Pob.)
Iloilo,Tigbauan,Barangay 4 (Pob.)
Iloilo,Tigbauan,Barangay 5 (Pob.)
Iloilo,Tigbauan,Barangay 6 (Pob.)
Iloilo,Tigbauan,Barangay 7 (Pob.)
Iloilo,Tigbauan,Barangay 8 (Pob.)
Iloilo,Tigbauan,Barangay 9 (Pob.)
Iloilo,Tigbauan,Barosong
Iloilo,Tigbauan,Barroc
Iloilo,Tigbauan,Bayuco
Iloilo,Tigbauan,Binaliuan Mayor
Iloilo,Tigbauan,Binaliuan Menor
Iloilo,Tigbauan,Bitas
Iloilo,Tigbauan,Buenavista
Iloilo,Tigbauan,Bugasongan
Iloilo,Tigbauan,Buyu-An
Iloilo,Tigbauan,Canabuan
Iloilo,Tigbauan,Cansilayan
Iloilo,Tigbauan,Cordova Norte
Iloilo,Tigbauan,Cordova Sur
Iloilo,Tigbauan,Danao
Iloilo,Tigbauan,Dapdap
Iloilo,Tigbauan,Dorong-An
Iloilo,Tigbauan,Guisian
Iloilo,Tigbauan,Isauan
Iloilo,Tigbauan,Isian
Iloilo,Tigbauan,Jamog
Iloilo,Tigbauan,Lanag
Iloilo,Tigbauan,Linobayan
Iloilo,Tigbauan,Lubog
Iloilo,Tigbauan,Nagba
Iloilo,Tigbauan,Namocon
Iloilo,Tigbauan,Napnapan Norte
Iloilo,Tigbauan,Napnapan Sur
Iloilo,Tigbauan,Olo Barroc
Iloilo,Tigbauan,Parara Norte
Iloilo,Tigbauan,Parara Sur
Iloilo,Tigbauan,San Rafael
Iloilo,Tigbauan,Sermon
Iloilo,Tigbauan,Sipitan
Iloilo,Tigbauan,Supa
Iloilo,Tigbauan,Tan Pael
Iloilo,Tigbauan,Taro
Iloilo,Lemery,Agpipili
Iloilo,Lemery,Alcantara
Iloilo,Lemery,Almenana
Iloilo,Lemery,Anabo
Iloilo,Lemery,Bankal
Iloilo,Lemery,Buenavista
Iloilo,Lemery,Cabantohan
Iloilo,Lemery,Capinahan
Iloilo,Lemery,Dalipe
Iloilo,Lemery,Dapdapan
Iloilo,Lemery,Gerongan
Iloilo,Lemery,Imbaulan
Iloilo,Lemery,Layogbato
Iloilo,Lemery,Marapal
Iloilo,Lemery,Milan
Iloilo,Lemery,Nagsulang
Iloilo,Lemery,Nasapahan
Iloilo,Lemery,Omio
Iloilo,Lemery,Pacuan
Iloilo,Lemery,Poblacion Nw Zone
Iloilo,Lemery,Poblacion Se Zone
Iloilo,Lemery,Pontoc
Iloilo,Lemery,San Antonio
Iloilo,Lemery,San Diego
Iloilo,Lemery,San Jose Moto
Iloilo,Lemery,Sepanton
Iloilo,Lemery,Sincua
Iloilo,Lemery,Tabunan
Iloilo,Lemery,Tugas
Iloilo,Lemery,Velasco
Iloilo,Lemery,Yawyawan
Iloilo,Carles,Abong
Iloilo,Carles,Alipata
Iloilo,Carles,Asluman
Iloilo,Carles,Bancal
Iloilo,Carles,Barangcalan
Iloilo,Carles,Barosbos
Iloilo,Carles,Binuluangan
Iloilo,Carles,Bito-On
Iloilo,Carles,Bolo
Iloilo,Carles,Buaya
Iloilo,Carles,Buenavista
Iloilo,Carles,Cabilao Grande
Iloilo,Carles,Cabilao Pequeno
Iloilo,Carles,Cabuguana
Iloilo,Carles,Cawayan
Iloilo,Carles,Dayhagan
Iloilo,Carles,Gabi
Iloilo,Carles,Granada
Iloilo,Carles,Guinticgan
Iloilo,Carles,Isla De Cana
Iloilo,Carles,Lantangan
Iloilo,Carles,Manlot
Iloilo,Carles,Nalumsan
Iloilo,Carles,Pantalan
Iloilo,Carles,Poblacion
